Number,State,State_Code,Organization_Name,Type,Email,Phone,Website,Address,City,Zip_Code,Description
338,Indiana,IN,Almost Home Humane Society,Humane Society,info@almosthomehumane.org,(765) 474-5222,https://www.almosthomehumane.org,1705 S 2nd Street,Lafayette,47905,"Formed as Tippecanoe County Humane Association in 1939. Serves more than 3,000 pets each year through programs for the Greater Lafayette area."
339,Indiana,IN,Animal Protection League,Shelter,info@inapl.org,(765) 356-0900,https://www.inapl.org,613 Dewey Street,Anderson,46016,"Anderson's only open-admission shelter. Since April 2011, partnered with City of Anderson to manage shelter operations."
340,Indiana,IN,Madison County Humane Society,Humane Society,info@mchsandersonin.org,(765) 378-8338,https://www.mchsandersonin.org,2219 Crystal Street,Anderson,46012,"Takes in abused, neglected or homeless animals in or around Madison County. Running 100% on donations."
341,Indiana,IN,Muncie Animal Care and Services,Animal Control,animalservices@cityofmuncie.com,(765) 747-4851,https://www.muncie.in.gov/department/index.php?structureid=15,901 W Riggin Road,Muncie,47303,"Established 2016, proud No-Kill animal shelter and control department. Provides services to City of Muncie and Unincorporated Delaware County."
342,Indiana,IN,ARF - Animal Rescue Fund Muncie,Rescue,info@munciearf.com,(765) 282-3060,https://www.munciearf.com,1209 W Riggin Road,Muncie,47303,"Mission to promote promise to love and protect dogs and cats by providing shelter, nourishment, medical care and placement."
343,Indiana,IN,Bloomington Animal Care and Control,Animal Control,shelter@bloomington.in.gov,(812) 349-3492,https://bloomington.in.gov/animal-shelter,3410 S Walnut Street,Bloomington,47401,"Division of Department of Public Works. In 2024, foster families took 56% of animals, providing socialization and training to over 1,800 animals."
344,Indiana,IN,Clay County Humane Society,Humane Society,info@claycohumanesociety.org,(812) 446-5126,https://claycohumanesociety.org,,Brazil,47834,"Proudly served Clay County, Indiana community since 1957."
345,Indiana,IN,Humane Society of Hobart,Humane Society,info@humanehobart.org,(219) 942-0103,https://humanehobart.org,2054 E State Road 130,Hobart,46342,501(c)(3) charity founded and receiving charter in 1954. Serves Northwest Indiana with animal rescue and adoption.
346,Indiana,IN,Pet Refuge,Rescue,info@petrefuge.com,(574) 231-1122,https://petrefuge.com,4626 Burnett Drive,South Bend,46614,Charity organization serving the South Bend area with animal rescue and adoption services.
347,Indiana,IN,Silverstray - Silver Lining Gary,Nonprofit,info@silverstray.org,,https://www.silverstray.org,,Gary,46402,"Transforms communities through creating culture of caring. Provides critical services to underserved pet families in Gary including free spay/neuter, microchips, vaccines, and TNR."
348,Indiana,IN,Another Chance For Animals,Rescue,info@anotherchanceforanimals.org,(812) 479-5575,https://anotherchanceforanimals.org,,Evansville,47715,"Rescues and rehomes abandoned and neglected pets, providing medical care, fostering, and adoption services while promoting spaying and neutering."
349,Indiana,IN,Action for Animals,Rescue,info@afamuncie.org,,https://afamuncie.org,,Muncie,47304,"Cat rescue with adoptable cats at PetSmart in Muncie. All animals spay/neutered, vaccinated and microchipped."
350,Indiana,IN,LDOFW - Lost Dogs of Fort Wayne,Nonprofit,info@ldofw.org,,https://ldofw.org,,Fort Wayne,46802,"Nonprofit assisting in locating and reuniting lost dogs with owners through community network, awareness campaigns, and search assistance."
351,Indiana,IN,Dog It Dig It Rescue,Rescue,info@dogitdigitrescue.org,,https://dogitdigitrescue.org,,Terre Haute,47802,Licensed 501(c)(3) charity rescuing dogs at risk of euthanasia and giving them another chance at finding forever homes.
352,Indiana,IN,Indiana Humane Society,Humane Society,info@indianahumanesociety.org,,,,Indianapolis,46201,Statewide humane society serving multiple counties across Indiana with animal welfare services.
353,Kansas,KS,Kansas Humane Society,Humane Society,info@kshumane.org,(316) 524-9196,https://kshumane.org,3313 N Hillside,Wichita,67219,"Wichita's largest privately funded nonprofit animal shelter. Committed to helping pets and people with adoption, spay/neuter, community outreach, animal rescue, and rehoming services."
354,Kansas,KS,Wichita Animal Services,Animal Control,animalservices@wichita.gov,(316) 350-3360,https://www.wichita.gov/1014/Wichita-Animal-Services,3303 N Hillside,Wichita,67219,"Animal Control and Wichita Animal Shelter for stray, lost, and confiscated small animals. Campus shared with Kansas Humane Society."
355,Kansas,KS,Wichita Animal Action League (WAAL),Rescue,info@waalrescue.org,(316) 612-3333,https://waalrescue.org,,Wichita,67202,"Nonprofit dedicated to rescuing animals in crisis. Depends on volunteers and donations to provide safe, loving homes and programs for pets and owners."
356,Kansas,KS,Lifeline Animal Placement and Protection,Rescue,info@lifelineanimalplacement.org,(316) 239-8700,https://lifelineanimalplacement.org,1011 E 21st Street North,Wichita,67214,"Wichita's only no-kill animal shelter. Nonprofit rescue saving animals that have been abandoned, abused or relinquished by owners."
357,Kansas,KS,Great Plains SPCA,Spca,info@greatplainsspca.org,(913) 831-7722,https://www.greatplainsspca.org,5428 Antioch Drive,Merriam,66202,"Provides lifesaving services for approximately 6,800 animals annually in the greater Kansas City area. Exists because of caring Kansas City community and generous donors."
358,Kansas,KS,Humane Society of Greater Kansas City,Humane Society,info@hsgkc.org,(816) 765-5700,https://hsgkc.org,4400 Raytown Road,Kansas City,64129,"Since 1912, saving and improving lives of dogs and cats throughout Greater Kansas City. Provides preventative medical care, spay/neuter, education, and adoptions."
359,Kansas,KS,Helping Hands Humane Society,Humane Society,info@hhhstopeka.org,(785) 233-7325,https://www.hhhstopeka.org,5720 SW 21st Street,Topeka,66604,"Animal Resource Center of Northeast Kansas. Has dogs, cats, and pocket pets looking for loving homes and forever families."
360,Kansas,KS,Lawrence Humane Society,Humane Society,info@lawrencehumane.org,(785) 843-6835,https://lawrencehumane.org,1805 E 19th Street,Lawrence,66044,Humane society serving Lawrence and Douglas County with animal welfare services and adoption programs.
361,Kansas,KS,Heart of America Humane Society,Humane Society,info@heartofamericahs.org,,https://heartofamericahs.org,,Overland Park,66214,100% volunteer organization finding good homes for animals. Partnership with Lee's Summit Municipal Animal Shelter. Hosts adoption events at Olathe PetSmart.
362,Kansas,KS,T. Russell Reitz Animal Shelter,Shelter,info@cityofmhk.com,(785) 587-2783,https://www.manhattanks.gov/3189/Animal-Shelter,605 Levee Drive,Manhattan,66502,City of Manhattan shelter operated by Prairie Paws Animal Shelter since December 2023.
363,Kansas,KS,Purple Power Animal Welfare Society (Purple PAWS),Rescue,info@purple-paws.org,,https://www.purple-paws.org,,Manhattan,66502,"All-volunteer foster-based rescue founded 2012. Rescued more than 3,000 animals from death row and abusive/neglectful situations in Manhattan and Junction City area."
364,Kansas,KS,Riley County Humane Society,Humane Society,info@rileycountyhs.org,,,,Manhattan,66502,Humane society serving Riley County and Manhattan area with animal rescue and adoption services.
365,Kansas,KS,Salina Animal Services,Animal Control,animalservices@salina-ks.gov,(785) 826-6535,https://www.salina-ks.gov/animal-services,329 N 2nd Street,Salina,67401,"Since February 2015, striving for 90% live outcomes. Offers adoptions, reclaims, microchips, licensing, cruelty investigations, and educational programs."
366,Kansas,KS,Leavenworth County Humane Society,Humane Society,info@lvcohumanesociety.org,(913) 682-3647,https://www.lvcohumanesociety.org,1805 Metropolitan Avenue,Leavenworth,66048,"Originally founded in 1885, may be the oldest humane society in Kansas. Serving Leavenworth County with animal welfare services."
367,Kansas,KS,Olathe Animal Control Shelter,Animal Control,animalcontrol@olatheks.org,(913) 971-6362,https://www.olatheks.org/government/police/animal-control,505 E Sunvale Drive,Olathe,66061,City of Olathe animal control providing shelter and adoption services.
368,Kansas,KS,Purrfect Pets Cat Adoptions,Rescue,info@purrfectpetsinc.org,,,,Olathe,66062,No-kill cat rescue organization serving the Olathe and Kansas City area.
369,Kansas,KS,SDRD Dog Rescue,Rescue,info@sdrd.org,,https://sdrd.org,,Topeka,66604,State licensed 501(c)(3) no-kill dog rescue and group foster home. Networks with local rescues to save dogs at risk of euthanasia.
370,Kansas,KS,Purrecious 9 Lives Rescue,Rescue,info@purrecious9lives.org,,https://purrecious9lives.org,,Shawnee,66203,"Nonprofit organization rescuing community cats since 2013 in Shawnee, Kansas."
371,Kansas,KS,Caring Hands Humane Society,Humane Society,info@caringhandshutch.com,(620) 662-5505,https://caringhandshutch.com,1400 E 30th Avenue,Hutchinson,67502,Humane society serving Hutchinson and surrounding area with animal shelter and adoption services.
372,Kansas,KS,Pratt Area Humane Society,Humane Society,info@pratthumanesociety.org,(620) 672-5399,https://pratthumanesociety.org,,Pratt,67124,Humane society serving the Pratt area of south-central Kansas.
373,Kentucky,KY,Kentucky Humane Society,Humane Society,info@kyhumane.org,(502) 366-3355,https://www.kyhumane.org,1000 Lyndon Lane,Louisville,40222,"Kentucky's largest pet adoption agency, founded 1884. In 2024, 5,518 animals found homes with 96% save rate. Largest destination shelter for unwanted animals with Love 120 program serving 35+ counties."
374,Kentucky,KY,Kentucky SPCA,Spca,info@kentuckyspca.org,(502) 272-0045,https://kentuckyspca.org,,Louisville,40204,"Formed to combat animal cruelty, neglect and fighting through innovative programs. Goal to reduce and eliminate companion and wild animal suffering throughout region."
375,Kentucky,KY,Lexington Humane Society,Humane Society,info@lexingtonhumanesociety.org,(859) 233-0044,https://lexingtonhumanesociety.org,1600 Old Frankfort Pike,Lexington,40504,"Lexington's primary humane society providing shelter, adoption, and animal welfare services for central Kentucky."
376,Kentucky,KY,Animal Care Society,Rescue,info@animalcaresociety.org,(502) 451-8887,https://animalcaresociety.org,10661 Meeting Street,Louisville,40291,"Publicly supported no-kill shelter finding safe, loving forever homes for adoptable dogs and cats. Over 17,000 animals have found safe haven."
377,Kentucky,KY,Louisville Metro Animal Services,Animal Control,lmas@louisvilleky.gov,(502) 473-7387,https://louisvilleky.gov/government/animal-services,3528 Newburg Road,Louisville,40218,"Louisville Metro's municipal animal services department providing animal care, control, and adoption services."
378,Kentucky,KY,No-Kill Louisville,Nonprofit,info@nklou.org,,https://www.nklou.org,,Louisville,40202,"Collaborates with local shelters and rescue groups to reduce euthanasia rates. Offers pet food bank, low-cost spay/neuter, and fostering opportunities."
379,Kentucky,KY,Bowling Green Warren County Humane Society,Humane Society,info@bgshelterpets.com,(270) 783-9404,https://www.bgshelterpets.com,1924 Louisville Road,Bowling Green,42101,"One of top Kentucky shelters with 10,000+ intakes annually. Campus includes Hildreth Adoption Center, Hotaling Spay/Neuter Clinic, and Davis/Mosby Center. Best Friends partner."
380,Kentucky,KY,Owensboro Humane Society,Humane Society,info@owensborohumane.org,(270) 302-6813,https://owensborohumane.org,3101 W 2nd Street,Owensboro,42301,"501(c)(3) charity since 1968, went completely no-kill in 1999. Working to stop abuse, neglect, and overbreeding of local animal population."
381,Kentucky,KY,Humane Society of Northern Kentucky,Humane Society,info@humanesocietynky.org,(859) 342-4759,https://humanesocietynky.org,22 Commonwealth Avenue,Erlanger,41018,Mission to end companion-animal homelessness in Northern Kentucky through education and low-cost spay/neuter programs.
382,Kentucky,KY,Kenton County Animal Services,Animal Control,animalservices@kentoncounty.org,(859) 356-7400,https://www.kentoncounty.org/153/Animal-Services,1020 Mary Laidley Road,Covington,41017,"Primary law enforcement and animal sheltering agency for domestic animals in Kenton County, Northern Kentucky."
383,Kentucky,KY,Boone County Animal Care & Control,Animal Control,animalcontrol@boonecountyky.org,(859) 334-2080,https://www.boonecountyky.org/departments/animal_control/,5643 Idlewild Road,Burlington,41005,"Receives 3,000+ animals annually. Modern new facility providing humane, compassionate services including adoption, fostering, licensing, and cruelty investigations."
384,Kentucky,KY,Franklin County Humane Society,Humane Society,info@fchsanimals.org,(502) 875-7297,https://www.fchsanimals.org,1041 Kentucky Avenue,Frankfort,40601,Independent 501(c)(3) contracted for animal control by City of Frankfort and Franklin County. Offers adoptions and low-cost spay/neuter. No-kill verified.
385,Kentucky,KY,Humane Society of Nelson County,Humane Society,info@humanesocietyofnelsoncountyky.com,(502) 349-2082,https://www.humanesocietyofnelsoncountyky.com,,Bardstown,40004,"Friend of the Shelter organization providing veterinary care for sick/injured animals, plus foster homes for recovery or special care."
386,Kentucky,KY,AARF - Ashland Animal Rescue Fund,Rescue,info@aarf-ky.org,,,,Ashland,41101,No-Kill Verified shelter serving the Ashland and Boyd County area of eastern Kentucky.
387,Kentucky,KY,Boyd County Animal Control and Shelter,Animal Control,animalcontrol@boydcountyky.gov,(606) 739-5176,https://boydcountyky.gov/222/Animal-Control-Shelter,2012 Greenup Road,Ashland,41102,"Established by Boyd County Fiscal Court to safeguard public health, humanely house animals, protect from abuse, and promote responsible ownership."
