name,ein,street,city,state,zip
PAWSITIVE PLATES INC,992207950,6230 WILSHIRE BLVD STE A 2173,LOS ANGELES,CA,90048-5126
FUREVER BUDDY INC,992214069,7200 HOVENKAMP AVE,RICHLAND HLS,TX,76118-5817
TREATS FOR A CAUSE,992215205,18121 E HAMPDEN AVE UNIT C 1210,AURORA,CO,80013-3590
PETSAVE,992216174,PO BOX 9752,LONGVIEW,TX,75608-9752
L & WS MISFIT FARM,992220114,232 SPARROW WAY,MEDFORD,OR,97501-4097
LONE STAR KITTENS INC,992220908,8338 COPPERSIDE,CONVERSE,TX,78109-3904
JOSHUA TREE REPTILE HAVEN,992223525,PO BOX 77,ONYX,CA,93255-0077
ARK OF RECOVERY K9 RESCUE & REHABILITATION INC,992225012,35322 GOOLSBY ST,WEBSTER,FL,33597-0000
BECOMING SAVED ANIMAL RESCUE,992238917,26240 5TH AVE,FLORALA,AL,36442-8317
AMERICAN SANCTUARY ASSOCIATION,992241167,24402 MARTIN WAY,ALPINE,CA,91901-2513
CATS EYE SOCIETY,992243010,PO BOX 13098,MILL CREEK,WA,98082-1098
PROJECT POLLINATORS INC,992243971,14566 ROLLING ROCK PL,WELLINGTON,FL,33414-7614
CLEWISTON FRIENDS OF ANIMALS INC,992248149,3612 W US HIGHWAY 27,CLEWISTON,FL,33440-8952
K9HUUB,992248594,220 E 20TH ST,LONG BEACH,CA,90806-5412
HEROS LEGACY RESCUE AND TRANSPORT,992248650,642 S LINCOLN AVE,CASPER,WY,82601-3355
DSC GULF COAST NAPLES CHAPTER,992253590,255 CAYS DR APT 2002,NAPLES,FL,34114-9671
TAHLEQUAH ANIMAL OUTREACH,992254614,21993 W 864 RD,PARK HILL,OK,74451-2869
WHISKER WONDERLAND RESCUE & REHOME,992254694,9201 PONY EXPRESS ST,SAN ANTONIO,TX,78255-2141
SAVING OK STRAYS RESCUE AND TRANSPORT CORP,992255280,PO BOX 52755,TULSA,OK,74152-0755
BEAUMONT STREET PETS,992266519,5755 KOHLER ST,BEAUMONT,TX,77706-6326
JEWELS EXOTIC WILDLIFE SANCTUARY,992270939,PO BOX 80767,AUSTIN,TX,78708-0767
HAPPY TAILS ANIMAL RESCUE,992275548,28505 THORPE MOUNTAIN DR,OAK CREEK,CO,80467-9724
SOUTHSIDE STRAYS,992279488,9433 HILDEBRANDT RD,SAN ANTONIO,TX,78222-6027
SOULMATE RESCUE,992280316,17647 BELINDA ST,ENCINO,CA,91316-3806
PANHANDLE WILDLIFE RESCUE INC,992292607,42 LAURIE DR NE,FT WALTON BCH,FL,32548-5150
A DAWGS WORLD INC,992293245,304 MOUNT BARCROFT DR,HENDERSON,NV,89015-7662
HEARTS HAVEN RANCH,992300573,12389 SCHWARTZ RX,BRENHAM,TX,77833-0000
FRIENDS OF THE BALI CAT HOUSE,992309325,2028 E BEN WHITE BLVD STE 240-9450,AUSTIN,TX,78741-6931
FIGARO FOUNDATION,992316995,5461 LOS CAPANOS DR,SIERRA VISTA,AZ,85635-8302
FLAGLER TURTLE PATROL INC,992324266,5 LAKE PL,PALM COAST,FL,32137-9512
HOOEYS HEELERS RESCUE & SANCTUARY,992327692,10103 COUNTY ROAD 174,KIOWA,CO,80117-9710
HORSES 4 HEROES INC,992330028,5364 STALLION DR,CRESTVIEW,FL,32539-8756
THROWAWAY GANG RESCUE INC,992341173,617 CAPTAIN ST,JACKSONVILLE,AR,72076-5010
HAPPY WHISKERS ANIMAL COALITION INC,992341200,1524 NW 182ND AVE,PEMBROKE PNES,FL,33029-3041
SAINT AUGUSTINE CAT SANCTUARY INC,992342305,75 ONEIDA ST,ST AUGUSTINE,FL,32084-4912
HAWK HOLLER RESCUE CORPORATION,992342770,PO BOX 1145,ANGELUS OAKS,CA,92305-1145
LEASHES OF LOVE INC,992343900,1012 SW 35TH TER,CAPE CORAL,FL,33914-5258
HEARTS AND PAWS RESCUE INC,992346885,3601 OLD BALLINGER HWY,SAN ANGELO,TX,76905-6810
RECUSING ALL DREAMS,992348937,1774 CARGILL DR,SAINT LOUIS,MO,63136-2345
ALL - AMERICAN PETS INC,992361879,16100 GOLF CLUB RD APT 304,WESTON,FL,33326-1649
CAT RESCUE ALLIANCE,992366316,3657 TIGEREYE CT,MULBERRY,FL,33860-8525
CARING 4 PAWS,992372545,24913 S 182ND PL,GILBERT,AZ,85298-8027
NOCO KITTEN MAMA,992374853,1017 DRIFTWOOD DR,FORT COLLINS,CO,80525-3156
I HEART DOG RESCUE INC,992383648,749 NW 40TH TER,DEERFIELD BCH,FL,33442-7348
ELLIE MAE FARM ANIMAL RESCUE INC,992385186,2245 SOUTH HIGHWAY 17,CRESCENT CITY,FL,32112-0000
FURGIVING FOUNDATION,992397024,279 BODIE CANYON RD,PRIEST RIVER,ID,83856-9779
UNDERDOG LIFELINE INC,992397109,127 S 4TH ST,SANTA PAULA,CA,93060-2604
FORGOTTEN PET AND WILDLIFE RESCUE,992402424,935 10TH ST,DICKINSON,TX,77539-2663
PAWS FOR PROGRESS,992407816,202 BONHAM ST,LADONIA,TX,75449-1303
LOVE TRANSIT ANIMAL RESCUE FOUNDATION,992416947,2745 RED APPLE CIR APT 411,KISSIMMEE,FL,34746-7020
DEBS CRITTER RESCUE INC,992421321,542 SOMERSET DR,AUBURNDALE,FL,33823-9570
PAWS HEAVEN FOUNDATION INC,992424416,4350 S HUALAPAI WAY UNIT 1190,LAS VEGAS,NV,89147-8583
FAYETTE FRIENDS OF THE ANIMAL SHELTER,992424962,PO BOX 444,FAYETTE,AL,35555-0444
CANDLES FOR CANINES,992428795,4437 PRAIRIE TRAIL DR,LOVELAND,CO,80537-7884
AMIGOS OF BARCC,992429042,PO BOX 4612,BROWNSVILLE,TX,78523-4612
SAVING GRACE ANIMAL SANCTUARY,992430006,2406 USONIA DR,HOLTS SUMMIT,MO,65043-1865
GOOD BOY FOUNDATION,992430648,13044 PACIFIC PROMENADE APT 216,LOS ANGELES,CA,90094-4006
DOUBLE CREEK RANCH AND REHAB,992432908,668 DARRELL DR,TUSCUMBIA,AL,35674-3837
BARK OR SNUGGLE DOG RESCUE INC,992436008,1445 WOODMONT LN NW STE 211,ATLANTA,GA,30318-2866
LUCCA S LOCKER,992440335,4930 S CONGRESS AVE STE A,AUSTIN,TX,78745-2381
OKLAHOMA STRAY AND FERAL PETS CORPORATION,992440944,3901 S KELLY STREET,GUTHRIE,OK,73044-0000
PAWS & WHISKERS CAT SANCTUARY,992442815,110 APACHE TRL,QUEMADO,NM,87829-9051
KRISTIS CRITTERS RESCUE AND SANCTUARY,992445474,21425 SW 368TH ST,HOMESTEAD,FL,33034-5706
PASSION-ATE PAWS INC,992449002,12445 E 39TH AVE UNIT 201,DENVER,CO,80239-3454
FURRY FRIENDS ANIMAL RESCUE INC,992450779,17767 COUNCIL AVE,LINDSAY,OK,73052-3440
HOOLIGANS HAVEN CAT RESCUE,992453341,145 N SOLDOTNA AVE,SOLDOTNA,AK,99669-7606
TAOS HOUND UNDERGROUND,992456889,1335 PASEO DEL PUEBLO SUR BOX 106,TAOS,NM,87571-5972
HOMEWARD BOUND PET RESCUE,992460314,3118 REX ALLEN DR,ABILENE,TX,79606-4346
AQUATIC ALLIANCE,992462256,610 MILOKAI ST,KAILUA,HI,96734-1623
CENTRAL TEXAS LITTLE DOG RESCUE INC,992463363,8327 GLEN CANYON DR,ROUND ROCK,TX,78681-3510
TUCKER RAY FARM,992463784,2887 DAMASCUS RD,BALL GROUND,GA,30107-2112
UNTAMED HARTS MUSTANG REHABILITATION AND SANCTUARY,992476899,6603 HIGHWAY F,HARTVILLE,MO,65667-7217
SORGENFRI WILD HORSE REFUGE,992479086,4626 BENNETT VIEW DR,SANTA ROSA,CA,95404-6249
CANINE CARE USA CORPORATION,992493427,11012 SEASONS WAY,PALMETTO,FL,34221-1745
MISFIT PETS RESCUE,992496731,1759 CHILTON DR,ROSEVILLE,CA,95747-7867
ABEEQ LIVE BEE RESCUE,992497024,2909 9TH ST NW,ALBUQUERQUE,NM,87107-1104
CANINE CONSTITUTIONAL ANIMAL RESCUE INCORPORATED,992498634,PO BOX 3882,SANTA ROSA,CA,95402-3882
LLANO KITTY FIXERS,992499154,PO BOX 146,LLANO,TX,78643-0146
SAMANTHA S PURRFECT CAT RESCUE,992503277,5773 WOODWAY DR 97,HOUSTON,TX,77057-1501
ICARE PAWFIA,992507994,PO BOX 389,PIONEERTOWN,CA,92268-0389
HOPEFUL PAWS OF FLORIDA INC,992516544,19889 THE PLACE BLVD,ESTERO,FL,33928-6613
LAWS4PAWS,992517044,2027 LIBERTY DR,PUEBLO,CO,81006-1612
ZOE S FURRY FRIENDS INC,992518119,17775 APPALOOSA CT,YORBA LINDA,CA,92886-3907
SMITTEN KITTEN NWA,992519402,524 W SYCAMORE ST STE 4,FAYETTEVILLE,AR,72703-6000
FISHY S FRIENDS RESCUE INC,992525296,2 CHARLOTTE DR,LAWTON,OK,73507-9093
ZOEYS FOUR LEGGED FRIENDS,992526329,2619 WYNNCREST FALLS DR,WILDWOOD,MO,63005-6735
BEAST AND NUGGETS DOGGY RESCUE,992528508,1769 15TH AVE SE,RIO RANCHO,NM,87124-6502
JENS HOPE,992528640,1165 S GRAND AVE TRLR 49,PULLMAN,WA,99163-2041
RUMSPRINGA AMISH DRAFT RESCUE,992536995,1795 KIOWA TRL,ELIZABETH,CO,80107-8435
PACIFIC COAST EQUESTRIAN FOUNDATION,992539583,230 JOSSELYN LN,WOODSIDE,CA,94062-3612
NOVAS REASON PIT RESCUE,992540258,PO BOX 611,GLENWOOD,AR,71943-0611
WOBBLES & STOMPS,992540451,PO BOX 222,MAYFLOWER,AR,72106-0222
VET READY INC,992541804,3 TWIN PINES LOOP,BILLINGS,MT,59106-2722
BLAIR HAVEN FARM EQUINE RESCUE & SANCTUARY CORPORATION,992553365,1785 ROBERTS RIDGE RD,ELLIJAY,GA,30540-1637
BATTLE BUDDY BACKUP,992556311,25008 CORTE VIENNA,MURRIETA,CA,92563-5016
MOTHER NATURE CARE INC,992556383,1973 FOOTHILL PARKWAY UNIT 110 N464,CORONA,CA,92881-4110
MY CRAZY CAT LADY,992556753,51 VISTA ENCANTADA,RANCHO MIRAGE,CA,92270-5616
LARS-S PAWSOME RESCUE,992557204,702 S 76TH ST,TACOMA,WA,98408-5301
BERRY CREEK WILD HORSE SANCTUARY,992558060,3888 CLARKSTON RD,THREE FORKS,MT,59752-9718
FREEDOM FARM INCORPORATED,992561318,487 ORMSBY LN,PETALUMA,CA,94954-7490
NOAHS ARK SANCTUARY,992567006,PO BOX 123,WELDON,CA,93283-0123
RUFF RUFF RESCUE,992567323,3415 SE KINGSLEY RD,PORTLAND,OR,97267-4727
CLUTCH CITY KITTIES,992576720,223 LATHAM ST,HOUSTON,TX,77011-3319
BROKEN HORSE RESCUE,992586092,5413 CHUCKWAGON DR,COPPEROPOLIS,CA,95228-7043
KIMS CAT CRUSADE,992595647,406 N MARTIN LUTHER KING JR AVE,CLEARWATER,FL,33755-4407
SECOND CHANCE FARM,992601582,2481 E FALCON ST,PAHRUMP,NV,89048-6376
LOVING PAWSABILITIES INC,992602307,73660 OKEEFFE WAY,PALM DESERT,CA,92211-4539
AMERICAN COUGAR PANTHER RESTORATION PROJECT INC,992608280,3173 NE 30TH CT,OCALA,FL,34479-3091
POTTSBORO ANIMAL WELFARE SOCIETY,992613494,117 CHISOLM TRL,POTTSBORO,TX,75076-3165
ASHEYS PAWSOME PARTNERS,992615469,301 ROMERO ST,FRITCH,TX,79036-8131
JOY ANIMAL SANCTUARY,992616569,6233 N MAIZE RD,MAIZE,KS,67101-9492
TIMELESS LOVE,992617088,3039 AUDUBON CIR,DAVIS,CA,95618-7605
DOCKERYS AMAZING RESCUES INC,992623292,1014 MANIKIN AVE S,LEHIGH ACRES,FL,33974-9604
MOOSES FLOCK PIGEON & DOVE RESCUE,992623348,119 LOMA ALTA DR,OCEANSIDE,CA,92054-3621
PAW-RUMP REHAB AND RESCUE,992631145,921 MARIE ST,PAHRUMP,NV,89060-4166
MISSISSIPPI COALITION FOR ANIMAL PROTECTION,992632534,PO BOX 7455,DIBERVILLE,MS,39540-7401
LIBERTY PAWS,992633798,64 ADORE CT SE,ATLANTA,GA,30315-1209
JAMUL COMMUNITY RIDERS INCORPORATED,992644279,15384 LAWSON VALLEY RD,JAMUL,CA,91935-2213
BENJI,992650595,4210 BROOKE CT UNIT 1404,SAN DIEGO,CA,92122-5362
DALLAS RANCH INC,992653257,240 NORWOOD DR,BRANSON,MO,65616-3768
COMMUNITY COMPASSION FOR PETS INC,992654902,5716 MACRAE ST,HALTOM CITY,TX,76148-3920
ARFMC CORP,992656581,3505 ARMSTRONG FERRY RD,DECATUR,TN,37322-7082
RETURN TO THE WILD RESCUE INC,992668832,2190 WESTWIND LN,JAY,FL,32565-9524
AGIWILDLIFE,992669981,1059 S WALDEN WAY APT 153,AURORA,CO,80017-4389
WILDLIFE REHABILITATION OUTPOST INC,992676640,8013 LAKESHORE RD,BAY ST LOUIS,MS,39520-7947
FRIENDS OF WEBER COUNTY ANIMAL SERVICES,992687015,1338 23RD ST,OGDEN,UT,84401-1916
PUDGY PIGGIE RESCUE,992687244,4348 PEREGRINE WAY,CARROLLTON,TX,75010-4686
BLANCHES BUDDIES,992689163,4230 SHADY TREE LN,SAN ANTONIO,TX,78247-2020
WAY STATION CAT & KITTEN RESCUE CORP,992700247,1451 HICPOCHEE ST,INTERCESSION CITY,FL,33848-0000
PITS & PALS K9 RESCUE INC,992708559,2932 LOYOLA ST,SACRAMENTO,CA,95826-3621
ROCKIN SYKES RANCH,992710920,15392 MORADA RD,VICTORVILLE,CA,92394-1935
UNITED STATES DRESSAGE DEVELOPING FOUNDATION INC,992722045,11350 TIMBERLODGE TER,BOCA RATON,FL,33428-5504
FORGOTTEN DOGS OF SAN FELIPE,992726753,PO BOX 9092,CALEXICO,CA,92232-9092
SHELTER STREET DOGS,992732428,11822 GRANDE VISTA DR,WHITTIER,CA,90601-2320
DOGEFENDER ACADEMY,992733427,6825 OAKVIEW LN,COTTONDALE,AL,35453-3912
BLUEBERRY HILL FARM AND RESCUE,992747032,5330 RICHARD AVE,DALLAS,TX,75206-6712
TRUE SURVIVOR SANCTUARY,992748064,200 W SAHARA AVE UNIT 2401,LAS VEGAS,NV,89102-5080
MISSION MONIPAW,992751085,30016 BRICK SCHOOL RD,CLARKSBURG,MO,65025-3208
WASHINGTON STATE ANIMAL FIGHTING TASK FORCE,992754455,200 1ST AVE W STE 320,SEATTLE,WA,98119-4219
OUR ANGEL DOGS CLOONEY & WALTER CANINE MEDICAL ASSISTANCE,992755339,1030 PRIMIO WAY,SPARKS,NV,89434-9644
ARIZONA STRAY SAVERS,992756886,651 N HEARTHSIDE LN,TUCSON,AZ,85748-3802
ASPCAS RESCUE,992758766,420 N MCKINLEY ST STE 111 PMB 223,CORONA,CA,92879-6504
EQUESTRIAN FOCUS CORPORATION,992759276,6585 W KUNA RD,KUNA,ID,83634-1541
CALDWELL ZOO INC,992764607,PO BOX 4285,TYLER,TX,75712-0000
FREE TO LIVE FOUNDATION,992765474,1308 HIGHLAND RD,SANTA YNEZ,CA,93460-9695
SHEBAS,992772034,PO BOX 120,PRENTISS,MS,39474-0120
DSG DOGGIE SUPPORT GROUP & FOUNDATION,992772650,709 OLD METAIRIE DR,METAIRIE,LA,70001-6304
AMELIA ISLAND WHALE AMBASSADORS INC,992773607,1720 BLUE HERON LN,FERN BCH,FL,32034-4439
ENTANGLED WHALE RESPONSE OF ORANGE COUNTY - EWROC,992775375,28562 BELLA VIS,LAGUNA NIGUEL,CA,92677-4413
DAKOTAS LEGACY,992779047,10796 W BRONCO TRL,PEORIA,AZ,85383-5780
CUDDLY CLAWS RESCUE INC,992779617,6927 QUEMOY CT,SAN DIEGO,CA,92111-5608
A KITTY FOR YOU CAT RESCUE,992782467,10053 WHITTWOOD DR UNIT 11083,WHITTIER,CA,90603-3404
BELLES HAVEN RESCUE,992788457,110 PLEASANT VIEW DR,WEATHERFORD,TX,76086-3902
LION HUB INTERNATIONAL INC,992789479,1703 W 9TH ST,SANTA ANA,CA,92703-2937
PRATER MADE INC,992789692,3860 PRAIRIE DR,JAMUL,CA,91935-2637
CREATURE PROJECT,992789894,3434 CREEK RD,TEMPLE,TX,76501-3739
SANDRA FOUNDATION,992797833,7810 N MCDONOUGH ST,JONESBORO,GA,30236-2435
AFRICA HORNBILL CONSERVATION ALLIANCE INC,992801180,5316 LENA ROAD UNIT 111,BRADENTON,FL,34211-9438
IT TAKES A VILLAGE RESCUE MISSION OF SOUTH FLORIDA INC,992813023,16315 NW 24TH AVE,MIAMI GARDENS,FL,33054-6527
FRIENDS OF THE CARTER COUNTY TENNESSEE DISASTER ANIMAL RESPONSE,992816416,118 DANNER RD,ELIZABETHTON,TN,37643-6283
HORSE HEAVEN HILLS KITTEN RESCUE,992821350,165008 W OIE HWY,PROSSER,WA,99350-7755
ROYAL PLUSHES SENIOR RESCUE,992823733,406 LONGSHADOW RD,LAREDO,TX,78041-2708
GCAS,992824930,620 SEA ISLAND RD PMB 252,ST SIMONS IS,GA,31522-1767
TEXAS PAWTNERS,992835273,6005 FAIRMONT PKWY STE I,PASADENA,TX,77505-4099
COASTAL CAVY GUINEA PIG RESCUE INC,992841788,14741 QUARTERDECK DR,CORP CHRISTI,TX,78418-6147
WONDERPAWS RESCUE INC,992841849,2952 VALLEY VIEW LN,DALLAS,TX,75234-4967
ROCKYS PLACE PET SANCTUARY INC,992842570,PMB-D-21 1334 E CHANDLER BLVD,PHOENIX,AZ,85048-6267
ARTISTRY FOR ANIMALS INC,992845190,10205 E RIO DE ORO DR,TUCSON,AZ,85749-9489
RUFF RESCUE TRANSPORT INC,992851804,2771 NE 15TH ST,POMPANO BEACH,FL,33062-8263
COASTSIDE HORSE COUNCIL,992853251,11 SAND DOLLAR CT,HALF MOON BAY,CA,94019-2339
SAFEGUARD NATURE,992853549,4007 HIGHLANDS BLVD,PUYALLUP,WA,98372-3010
ALEE FURRY BUDDY FOUNDATION,992853604,10700 NE 4TH ST UNIT 904,BELLEVUE,WA,98004-5960
RANCH LAND REHAB INC,992867636,HC 61 BOX 22,WINSLOW,AZ,86047-9301
BIG FAMILY RESCUE,992868050,1186 COUNTY ROAD 56,THOMASVILLE,AL,36784-3820
LOTO CONNECTIONS RANCH INC,992875668,776 HERITAGE RD,LINN CREEK,MO,65052-1999
CALIPATCATS,992876224,PO BOX 1161,CALIPATRIA,CA,92233-1161
LIPIZZAN HERITAGE INSTITUTE,992877918,8002 ARAPAHOE RD,BOULDER,CO,80303-1515
KENNEL EVICTION RESCUE INC,992883333,1423 EAGLE PARK RD APT 146,HACIENDA HTS,CA,91745-3107
TIDY BIRD,992884661,392 E UNION MILL DR,MIDVALE,UT,84047-2298
RESCUE RIDGE DOG RESCUE OF ALABAMA,992886354,12771 COUNTY ROAD 65,ROANOKE,AL,36274-6155
STYX RIVER PARROT RESCUE,992886862,226061 WATERWORLD ROAD,ROBERTSDALE,AL,36567-0000
REFUGIO ANIMAL SANCTUARY,992893434,218 RANCH ESTATES BLVD,NEW BRAUNFELS,TX,78130-9509
NALB SEARCH & RESCUE,992895212,377 ASPEN WAY,NEDERLAND,CO,80466-9646
BRAZOS VALLEY KENNEL CLUB,992895490,PO BOX 2725,BRYAN,TX,77805-2725
SOLANO CAT SANCTUARY,992896166,8145 HALLWOOD BLVD,MARYSVILLE,CA,95901-9406
HEART OF TOT RESCUE,992896824,5362 ATTALA ROAD 3024,KOSCIUSKO,MS,39090-4969
PAWSABILITY ASSISTANCE DOGS INC,992904316,8547 STONE MOUNTAIN CT,PEVELY,MO,63070-1342
FUREVER FRIENDS INC,992907996,400 SHOEMAKE RD,CARROLLTON,GA,30116-6712
CATS-CATS ABANDONED TO SAVE CORPORATION,992908981,2317 E HERMOSA VISTA DR,MESA,AZ,85213-2220
OPERATION PAWPULATION,992909985,781 E WILLIAMS WAY,MILLCREEK,UT,84107-3030
EQUINE SPORTS COUNCIL FOUNDATION,992912410,6720 CHELSEA RD,COLUMBIANA,AL,35051-3002
DARLING DOG RESCUE,992922399,PO BOX 275,NATALIA,TX,78059-0275
IRIS & ALLEN GLICK FOUNDATION INC,992923026,24270 SE HIGHWAY 450,UMATILLA,FL,32784-8240
RESCUE RANCH 707 PERRIS CORP,992923291,27475 ROBERT ST,PERRIS,CA,92570-8671
FRIENDS OF COCO ANIMAL RESCUE INC,992925611,7040 AVENIDA ENCINAS STE 104,CARLSBAD,CA,92011-4653
CAT UNION,992927191,5781 BISCAYNE BLVD APT 603,MIAMI,FL,33137-2699
CREATURE COMFORTS ANIMAL RESCUE,992932435,737 NE 204TH ST,SHORELINE,WA,98155-1040
BEACH PAWS DOG RESCUE INC,992933629,749 SPANISH MAIN DR,APOLLO BEACH,FL,33572-2430
HOOMALUHIA HORSE RESCUE HAWAII,992935013,PO BOX 26,HALEIWA,HI,96712-0026
PAWS FOR PERSEVERANCE CORP,992938718,1715 W NIDO AVE,MESA,AZ,85202-7467
HOPE PROJECT STL,992939634,274 STROTHMANN HILLS LN,ROBERTSVILLE,MO,63072-1518
RIPPLING RIVER RESCUE,992940534,13013 REINER RD,MONROE,WA,98272-9031
FULL OF CATTITUDE INC,992941900,1506 REDMOND BROOK LN,RUSKIN,FL,33570-2913
BRIT S PITS INC,992944736,270 N LEGACY RIDGE DR,LIBERTY LAKE,WA,99019-7631
LIVE LAUGH CATS,992945278,8981 OCEANSIDE SLOPES AVE,LAS VEGAS,NV,89178-7525
BOULDER BIRD BANDING ASSOCIATION,992946306,2119 SPRUCE ST UNIT 5,BOULDER,CO,80302-4541
ARTEMIS RESCUE AND REHABILITATION FUND,992951298,3401 E TUMBLER CREEK RD,ATOKA,OK,74525-5173
ALL THE DOGS,992956645,5 BROWN CIR,ALABASTER,AL,35007-3811
DESTINY S FURRY HAVEN,992972054,185 JIM HALL LN,NEW WAVERLY,TX,77358-2056
RAIN RESCUE,992976461,PO BOX 71,PALO CEDRO,CA,96073-0071
PAWSITIVE PLACE RESCUE,992977567,PO BOX 13044,TYLER,TX,75713-0000
HOPEFUL TAILS INC,992988432,1401 LOYOLA DR,LITTLE ROCK,AR,72211-6121
CENTRAL FLORIDA HOUND DOG RESCUE,992990950,505 TANGLEWOOD DR,AUBURNDALE,FL,33823-2717
ENCHANTED ACRES SANCTUARY INC,992991815,998 DUMONT DR,DUNEDIN,FL,34698-6035
PAWS AROUND,992996000,3900 NW 113TH AVE,SUNRISE,FL,33323-1106
DLB CAT RESCUE,992996697,334 APPALOOSA HILL RD,POLK CITY,FL,33868-9462
TESS RANCH HORSE RESCUE,992996973,3294 W CANYON LN,TUCSON,AZ,85745-9697
CANINE COMPANION THERAPY PROGRAM,993011403,2037 MEIER RD,FESTUS,MO,63028-4859
DESERT VIEW ANIMAL RESCUE,993013278,9407 N 36TH AVE,PHOENIX,AZ,85051-3305
FREE AS A BIRD NATIVE BIRD RESCUE EDUCATION AND CONSERVATION,993016113,551 LONE ROCK RD,GLIDE,OR,97443-9712
MUSTANG MISSION WILD EQUINE RESCUE INC,993018255,2169 GA HWY 21 N,SPRINGFIELD,GA,31329-3920
WINSOME ACRES HORSE SANCTUARY LIMITED,993027460,931 N 4420 RD,VALLIANT,OK,74764-8020
ATLANTA DOG MOM FULL HEARTS,993028886,8735 DUNWOODY PLACE STE R,ATLANTA,GA,30350-2995
TWISTED CRITTERZ RANCH AND RESCUE,993031149,7717 ROCKY RIDGE LN,MADISONVILLE,TX,77864-4846
COROZAL ANIMAL WELFARE ADVOCATES,993036639,3634 STORM MOON,CONVERSE,TX,78109-0399
SHARED SURVIVAL INITIATIVE INC,993040031,819 EDDY ST,SAN FRANCISCO,CA,94109-7701
JS RESCUE & REHABILITATION RANCH,993041922,12216 N GLASSCOCK RD,MISSION,TX,78573-7505
IN THE FIELD RESCUE,993043602,5060 BANCA CT STE A,BROWNS VALLEY,CA,95918-9805
YOUR LOCAL FUR MAMA,993043889,7821 LAURELTON DR,CHATTANOOGA,TN,37421-1954
LA SALLE COUNTY JR LIVESTOCK SHOW,993044887,PO BOX 603,COTULLA,TX,78014-0603
COMPANION PROJECT INC,993047083,509 MEADOWGREEN DR,FRANKLIN,TN,37069-4510
CENTRAL ARKANSAS WILDLIFE REHABILITATION INC,993047394,10100 SALINA SPGS,BENTON,AR,72019-7801
WILDLIFE CONSERVATION IN MEXICO,993048093,3422 21ST AVE W APT 7,SEATTLE,WA,98199-2361
BARK ALOT BULLIEZ,993064738,3028 MEADOWFAIR RD,MEMPHIS,TN,38118-7643
PURRFECT PLACE,993064942,113 N HOLBROOK ST,FORT SCOTT,KS,66701-1234
ONE WISH EQUINE RESCUE INC,993065792,2329 HIGHWAY 41A N,SHELBYVILLE,TN,37160-5519
MEOWTOPIA CAT RESCUE,993068286,1040 EUGENE DR APT C,FULLERTON,CA,92832-1339
LOYAL GUARDIANS SERVICE DOG TRAINING,993069109,5632 PARADISE RD,DELTA,CO,81416-8900
LOST PAWS TRAPPING TEAM,993073121,235 WINTER LN,MADISON,AL,35757-8203
TREASURE COAST PAWS FOR PROGRESS INC,993075145,PO BOX 12184,FORT PIERCE,FL,34979-2184
BELLE THE MINI COW INC,993079145,2623 OLD TOPANGA CANYON RD,TOPANGA,CA,90290-4124
WWJD RESCUE RANCH LLC,993079395,930738 S 3300 RD,LUTHER,OK,73054-6005
HAPPY HOMES PET RESCUE INC,993079649,8007 SWEETGUM LOOP,ORLANDO,FL,32835-5342
CATALINAS CAT CLUB,993084591,8739 E OLD SPANISH TRL,TUCSON,AZ,85710-4467
KIOWAS HOUSE HUSKY RESCUE INC,993089138,PO BOX 140970,GAINESVILLE,FL,32614-0970
PAWS IN PINES INC,993094604,2114 N FLAMINGO RD UNIT 5048,PEMBROKE PINES,FL,33028-3501
TIERRA SAGRADA HEALING & ANIMAL SANCTUARY,993095705,386 TUNE DR,EL PRADO,NM,87529-0000
CHUCKS PIGGY BANK INC,993105884,9920 SW 89TH COURT RD UNIT D,OCALA,FL,34481-8610
BASELINE ANIMAL WELFARE FOUNDATION INC,993106485,38959 FM 1774 RD,MAGNOLIA,TX,77355-2642
NOR CAL PACK BURROS,993113964,21925 GOOSE CREEK RD,BURNEY,CA,96013-9648
FRIENDS OF THE MARIANNA DOG POUND,993115164,130 ROBERTSON AVE,MARIANNA,AR,72360-2632
WAYMAKER RESCUE INC,993121189,PO BOX 723,TAHLEQUAH,OK,74465-0723
SOCAL WHITE SHEPHERD RESCUE FOUNDATION,993131565,1268 FENWAY LN,PERRIS,CA,92571-0815
K9AMBASSADOR TRAINING & RESCUE INCORPORATED,993132322,1301 NASH RD,HOLLISTER,CA,95023-9610
FOOD 2 DOGS LIMITED,993134256,400 ROBIN RD,CEDAR HILL,TX,75104-6402
SHADE SENIOR SANCTUARY,993136739,285 W MAIN ST,EVENING SHADE,AR,72532-9305
CALLSIGN K-9 INC,993137814,143 TINTAMARRE DR,ST AUGUSTINE,FL,32092-1176
SHY CLUB RESCUE,993139868,2108 N ST STE N,SACRAMENTO,CA,95816-5712
WANDER4PAWS INC,993141843,7607 19TH AVENUE DR W,BRADENTON,FL,34209-4856
DJ RESCUE CREW INC,993142794,3400 COTTAGE WAY STE G2 24727,SACRAMENTO,CA,95825-1474
ROCKIN D SANCTUARY,993143375,8443 ENRAMADA AVE,WHITTIER,CA,90605-1155
FAIRY TAILS RESCUE CORPORATION,993144528,198 POPLAR ST NW,LILBURN,GA,30047-3836
HEALTHY HAPPY DOGS FOUNDATION,993145067,18121 E HAMPDEN AVE UNIT C PMB 1277,AURORA,CO,80013-3591
COWBOY CAT RANCH,993146047,1105 COUNTY ROAD 2720,MICO,TX,78056-5383
